Date,AdjClose
2/24/2003,23.456079
2/25/2003,23.509846
2/26/2003,23.359871
2/27/2003,23.37401
2/28/2003,23.164616
3/3/2003,22.870317
3/4/2003,22.607138
3/5/2003,22.918421
3/6/2003,22.680714
3/7/2003,22.909941
3/10/2003,22.578854
3/11/2003,22.836363
3/12/2003,23.190077
3/13/2003,23.623039
3/14/2003,23.600393
3/17/2003,24.194656
3/18/2003,24.511587
3/19/2003,24.879454
3/20/2003,24.902103
3/21/2003,25.156782
3/24/2003,24.77758
3/25/2003,24.907766
3/26/2003,24.995483
3/27/2003,25.122816
3/28/2003,25.083208
3/31/2003,25.19923
4/1/2003,25.332222
4/2/2003,25.502014
4/3/2003,25.309589
4/4/2003,25.510509
4/7/2003,25.301094
4/8/2003,25.439758
4/9/2003,25.267141
4/10/2003,25.119982
4/11/2003,25.241674
4/14/2003,25.453917
4/15/2003,25.550566
4/16/2003,25.328825
4/17/2003,25.374306
4/21/2003,25.422632
4/22/2003,25.905905
4/23/2003,25.741022
4/24/2003,25.547718
4/25/2003,25.3402
4/28/2003,25.780821
4/29/2003,25.826305
4/30/2003,25.542048
5/1/2003,25.547718
5/2/2003,25.627319
5/5/2003,25.624479
5/6/2003,25.49939
5/7/2003,25.542048
5/8/2003,25.334515
5/9/2003,25.442533
5/12/2003,25.266304
5/13/2003,24.962105
5/14/2003,25.186695
5/15/2003,25.556246
5/16/2003,25.675646
5/19/2003,25.593199
5/20/2003,25.399895
5/21/2003,25.422632
5/22/2003,25.465282
5/23/2003,25.527832
5/27/2003,25.900217
5/28/2003,26.090689
5/29/2003,25.905905
5/30/2003,26.102058
6/2/2003,25.959915
6/3/2003,26.167435
6/4/2003,26.258404
6/5/2003,25.976961
6/6/2003,25.812099
6/9/2003,25.746702
6/10/2003,25.755239
6/11/2003,25.726814
6/12/2003,25.81778
6/13/2003,25.917276
6/16/2003,26.266932
6/17/2003,26.121948
6/18/2003,26.022453
6/19/2003,25.701214
6/20/2003,25.934328
6/23/2003,26.01108
6/24/2003,26.261248
6/25/2003,25.780821
6/26/2003,25.664263
6/27/2003,25.348738
6/30/2003,25.35158
7/1/2003,25.573299
7/2/2003,25.615944
7/3/2003,25.573299
7/7/2003,25.809256
7/8/2003,25.613098
7/9/2003,25.158278
7/10/2003,25.115618
7/11/2003,25.175318
7/14/2003,25.112776
7/15/2003,25.229326
7/16/2003,25.31076
7/17/2003,25.18504
7/18/2003,25.65938
7/21/2003,25.476496
7/22/2003,25.573641
7/23/2003,25.402199
7/24/2003,25.210754
7/25/2003,25.587933
7/28/2003,25.233618
7/29/2003,24.887878
7/30/2003,25.073612
7/31/2003,25.107893
8/1/2003,24.773579
8/4/2003,25.099325
8/5/2003,25.01075
8/6/2003,25.373636
8/7/2003,25.202187
8/8/2003,25.45364
8/11/2003,25.465071
8/12/2003,25.547932
8/13/2003,25.462208
8/14/2003,25.422203
8/15/2003,25.465071
8/18/2003,25.259325
8/19/2003,25.087883
8/20/2003,24.967878
8/21/2003,24.773579
8/22/2003,24.776436
8/25/2003,24.910734
8/26/2003,25.050743
8/27/2003,24.930731
8/28/2003,24.973597
8/29/2003,24.942165
9/2/2003,25.1679
9/3/2003,25.373636
9/4/2003,26.125118
9/5/2003,25.99654
9/8/2003,26.179411
9/9/2003,26.045113
9/10/2003,25.990828
9/11/2003,26.159405
9/12/2003,26.262291
9/15/2003,26.213697
9/16/2003,26.456573
9/17/2003,26.430862
9/18/2003,26.645172
9/19/2003,26.479433
9/22/2003,26.342287
9/23/2003,26.376574
9/24/2003,26.393721
9/25/2003,26.333702
9/26/2003,26.207993
9/29/2003,26.54516
9/30/2003,26.522297
10/1/2003,26.853748
10/2/2003,26.996635
10/3/2003,27.116642
10/6/2003,26.862328
10/7/2003,27.173786
10/8/2003,27.1395
10/9/2003,27.142347
10/10/2003,27.313793
10/13/2003,27.288082
10/14/2003,27.428101
10/15/2003,27.325224
10/16/2003,27.513824
10/17/2003,27.488092
10/20/2003,27.42524
10/21/2003,27.350933
10/22/2003,27.349504
10/23/2003,27.317936
10/24/2003,27.579187
10/27/2003,27.791649
10/28/2003,27.992624
10/29/2003,27.923719
10/30/2003,28.116079
10/31/2003,28.219427
11/3/2003,27.992624
11/4/2003,27.949556
11/5/2003,27.938068
11/6/2003,28.009853
11/7/2003,27.794521
11/10/2003,27.561977
11/11/2003,27.541864
11/12/2003,27.849073
11/13/2003,27.662451
11/14/2003,27.478706
11/17/2003,27.573463
11/18/2003,27.464352
11/19/2003,27.584925
11/20/2003,27.39258
11/21/2003,27.493057
11/24/2003,27.739962
11/25/2003,27.81175
11/26/2003,27.527512
11/28/2003,27.630869
12/1/2003,27.860558
12/2/2003,27.828976
12/3/2003,27.794521
12/4/2003,27.788769
12/5/2003,27.708393
12/8/2003,27.806002
12/9/2003,27.725624
12/10/2003,27.814627
12/11/2003,27.561977
12/12/2003,27.79738
12/15/2003,28.084496
12/16/2003,28.322779
12/17/2003,28.24527
12/18/2003,28.512281
12/19/2003,27.998365
12/22/2003,28.179243
12/23/2003,28.273981
12/24/2003,28.233772
12/26/2003,28.20508
12/29/2003,28.480711
12/30/2003,28.615643
12/31/2003,28.675936
1/2/2004,28.420412
1/5/2004,28.561085
1/6/2004,28.417536
1/7/2004,28.164883
1/8/2004,28.460608
1/9/2004,28.607035
1/12/2004,28.782156
1/13/2004,28.624249
1/14/2004,28.718987
1/15/2004,28.5697
1/16/2004,28.423273
1/20/2004,28.328548
1/21/2004,28.598215
1/22/2004,28.621283
1/23/2004,28.370358
1/26/2004,28.794361
1/27/2004,28.606874
1/28/2004,28.44536
1/29/2004,29.13184
1/30/2004,29.154894
2/2/2004,29.327955
2/3/2004,29.426037
2/4/2004,29.766382
2/5/2004,29.619286
2/6/2004,29.524086
2/9/2004,29.578892
2/10/2004,29.521208
2/11/2004,29.766382
2/12/2004,29.532755
2/13/2004,29.434685
2/17/2004,29.743313
2/18/2004,29.694258
2/19/2004,29.544283
2/20/2004,29.564468
2/23/2004,29.8731
2/24/2004,29.3568
2/25/2004,29.619286
2/26/2004,29.728884
2/27/2004,29.56736
3/1/2004,29.956749
3/2/2004,29.454872
3/3/2004,29.552944
3/4/2004,29.449104
3/5/2004,29.351023
3/8/2004,29.555811
3/9/2004,29.561592
3/10/2004,30.438421
3/11/2004,29.982697
3/12/2004,30.031746
3/15/2004,29.570244
3/16/2004,29.725992
3/17/2004,30.060579
3/18/2004,30.121155
3/19/2004,30.00577
3/22/2004,29.988466
3/23/2004,29.812532
3/24/2004,29.714458
3/25/2004,30.152868
3/26/2004,29.982697
3/29/2004,30.250948
3/30/2004,30.568222
3/31/2004,30.250948
4/1/2004,30.568222
4/2/2004,30.605701
4/5/2004,30.674938
4/6/2004,30.862413
4/7/2004,30.703783
4/8/2004,30.689371
4/12/2004,30.897034
4/13/2004,30.553791
4/14/2004,30.519178
4/15/2004,30.608595
4/16/2004,30.565327
4/19/2004,30.579763
4/20/2004,30.173073
4/21/2004,30.007874
4/22/2004,30.323772
4/23/2004,30.428114
4/26/2004,30.500572
4/27/2004,30.613577
4/28/2004,30.190464
4/29/2004,30.71213
4/30/2004,30.65996
5/3/2004,30.949787
5/4/2004,30.807775
5/5/2004,30.955574
5/6/2004,31.236704
5/7/2004,30.929489
5/10/2004,30.625193
5/11/2004,30.744019
5/12/2004,30.761383
5/13/2004,30.520857
5/14/2004,30.839659
5/17/2004,30.801971
5/18/2004,30.738207
5/19/2004,30.570131
5/20/2004,30.920799
5/21/2004,30.984558
5/24/2004,30.770084
5/25/2004,31.230906
5/26/2004,31.184559
5/27/2004,31.468559
5/28/2004,31.248299
6/1/2004,31.474358
6/2/2004,31.535219
6/3/2004,31.285971
6/4/2004,31.262777
6/7/2004,31.735178
6/8/2004,31.964159
6/9/2004,32.10038
6/10/2004,32.030807
6/14/2004,32.036606
6/15/2004,32.181507
6/16/2004,32.222092
6/17/2004,31.987349
6/18/2004,31.935158
6/21/2004,32.169926
6/22/2004,32.401783
6/23/2004,32.436554
6/24/2004,32.048195
6/25/2004,31.735178
6/28/2004,31.648245
6/29/2004,31.793148
6/30/2004,31.5555
7/1/2004,31.445374
7/2/2004,31.491749
7/6/2004,31.387419
7/7/2004,31.543909
7/8/2004,31.619247
7/9/2004,31.717813
7/12/2004,31.810541
7/13/2004,31.822142
7/14/2004,31.926464
7/15/2004,31.885899
7/16/2004,31.938066
7/19/2004,31.694632
7/20/2004,31.590281
7/21/2004,31.002159
7/22/2004,31.083664
7/23/2004,30.565418
7/26/2004,30.932274
7/27/2004,31.380636
7/28/2004,31.118616
7/29/2004,30.815804
7/30/2004,30.367434
8/2/2004,31.060389
8/3/2004,31.246721
8/4/2004,31.479637
8/5/2004,30.949749
8/6/2004,30.856579
8/9/2004,30.914806
8/10/2004,31.561176
8/11/2004,31.834843
8/12/2004,31.613583
8/13/2004,31.712568
8/16/2004,32.009548
8/17/2004,31.933834
8/18/2004,32.143471
